,,,,,,,,,,,
Loan Id,Quarters,Years,Segment of Loan,Lender Name,Type of Loan,Original Loan size,Outstanding loan amount,Borrower Age,Borrower Income,New to Credit (Y /N),Gender
NBFCIN0001442,Q3,FY20,Microfinance,NBFC,Microfinance Loan,38480,13024,56,31752,N,M
NBFCIN0001449,Q3,FY21,Microfinance,NBFC,Microfinance Loan,39220,10589,25,32542,Y,M
NBFCIN0002234,Q3,FY20,Microfinance,NBFC,Microfinance Loan,38480,10101,37,51765,N,M
NBFCIN0001410,Q3,FY19,Microfinance,NBFC,Microfinance Loan,41200,13056,51,37638,N,M
NBFCIN0002297,Q3,FY19,Microfinance,NBFC,Microfinance Loan,42230,15776,41,26568,Y,F
NBFCIN0001649,Q3,FY21,Microfinance,NBFC,Microfinance Loan,45360,14553,35,43775,Y,F
NBFCIN000878,Q3,FY19,Microfinance,NBFC,Microfinance Loan,46010,13218,46,38054,Y,M
NBFCIN0001076,Q3,FY19,Microfinance,NBFC,Microfinance Loan,45450,13180,42,40174,N,M
NBFCIN000153,Q3,FY19,Microfinance,NBFC,Microfinance Loan,55000,14850,45,408646,N,M
NBFCIN0001673,Q3,FY19,Microfinance,NBFC,Microfinance Loan,53000,15950,59,427786,N,F
NBFCIN0002372,Q3,FY19,Microfinance,NBFC,Microfinance Loan,54000,15224,55,451151,Y,M
NBFCIN000961,Q3,FY19,Microfinance,NBFC,Microfinance Loan,55000,17440,30,420189,Y,M
NBFCIN0001655,Q3,FY19,Microfinance,NBFC,Microfinance Loan,56160,18489,46,445976,N,M
NBFCIN0001707,Q3,FY21,Microfinance,NBFC,Microfinance Loan,54540,16362,25,421304,Y,M
NBFCIN0001498,Q3,FY21,Microfinance,NBFC,Microfinance Loan,56100,18656,44,445265,N,M
NBFCIN000148,Q3,FY21,Microfinance,NBFC,Microfinance Loan,60900,17997,35,434600,N,M
NBFCIN0001522,Q3,FY21,Microfinance,NBFC,Microfinance Loan,62620,19716,29,415160,Y,F
NBFCIN000988S,Q3,FY21,Microfinance,NBFC,Microfinance Loan,66780,24941,57,391680,N,M
NBFCIN000992,Q3,FY20,Microfinance,NBFC,Microfinance Loan,72600,26136,42,395046,N,M
NBFCIN000469,Q3,FY20,Microfinance,NBFC,Microfinance Loan,74200,24486,38,420228,N,M
NBFCIN00044,Q3,FY21,Microfinance,NBFC,Microfinance Loan,79180,23398,29,391248,N,M
NBFCIN000374,Q3,FY19,Microfinance,NBFC,Microfinance Loan,81750,22680,48,407159,N,F
NBFCIN000977,Q3,FY21,Microfinance,NBFC,Microfinance Loan,79790,32153,51,419432,Y,M
NBFCIN000319,Q3,FY19,Microfinance,NBFC,Microfinance Loan,92560,30073,27,420984,N,F
NBFCIN0002476,Q3,FY19,Microfinance,NBFC,Microfinance Loan,99360,27305,41,375948,N,M
NBFCIN0002449,Q3,FY19,Microfinance,NBFC,Microfinance Loan,130810,50279,31,388395,N,M
PVT00MICROV868,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,10900,3605,36,420961,N,M
PVT00MICROV1499,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,14040,4461,51,399431,N,F
PVT00MICROV2301,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,14300,4633,33,419120,N,M
PVT00MICROV3,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,14840,5145,47,417253,Y,F
PVT00MICROV1250,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,16160,6953,54,374770,N,M
PVT00MICROV2330,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,17280,7416,30,410346,N,M
PVT00MICROV2370,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,16800,6275,59,419548,N,M
PVT00MICROV456,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,16480,7507,48,452302,N,F
PVT00MICROV695,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,16480,5596,58,417835,Y,F
PVT00MICROV362,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,17850,9079,28,383296,Y,M
PVT00MICROV101,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,25250,9275,59,464310,N,F
PVT00MICROV1243,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,26750,11275,53,429192,N,M
PVT00MICROV2003,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,27500,8662,26,452177,Y,M
PVT00MICROV240,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,26500,10700,64,415708,N,M
PVT00MICROV782,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,26250,12262,36,401273,N,M
PVT00MICROV337,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,27820,11232,61,410538,N,F
PVT00MICROV14,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,29430,9639,32,416925,N,M
PVT00MICROV2056,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,29160,13959,41,437325,N,M
PVT00MICROV228,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,29700,9622,31,393599,N,M
PVT00MICROV2480,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,29700,10740,37,448968,N,M
PVT00MICROV944,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,29430,13759,46,386765,Y,M
PVT00MICROV1699,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,35360,14453,38,381480,N,M
PVT00MICROV2159,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,34680,15279,30,440640,N,F
PVT00MICROV427,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,37400,14912,36,448800,Y,F
PVT00MICROV989,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,36720,12852,30,370600,Y,M
PVT00MICROV1325,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,36050,16555,47,411950,Y,M
PVT00MICROV1638,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,37100,16016,32,381500,Y,M
PVT00MICROV1964,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,36400,14196,41,324450,Y,M
PVT00MICROV442,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,35350,13090,43,145600,N,M
PVT00MICROV1448,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,39600,15350,39,302400,N,F
PVT00MICROV715,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,39240,14774,38,290880,Y,F
PVT00MICROV1543,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,37370,18148,37,439560,N,M
PVT00MICROV187,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,39220,12787,41,470640,Y,M
PVT00MICROV529,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,40330,19980,46,298960,N,M
PVT00MICROV726,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,49350,19364,53,361900,N,F
PVT00MICROV2160,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,55550,25305,49,555500,N,M
NBFCIN36AUTO8846,Q3,FY21,Retail,NBFC,Auto Loans,168302,24706,57,2647080,Y,M
NBFCIN120AUTO35553A12,Q3,FY21,Retail,NBFC,Auto Loans,201802,35645,47,411148,N,M
NBFCIN16AUTO35553A,Q3,FY19,Retail,NBFC,Auto Loans,91666,92514,52,925148,N,M
NBFCIN163AUTOAW35553,Q3,FY21,Retail,NBFC,Auto Loans,335547,335547,28,1994470,Y,F
IC0074AUL23369,Q3,FY21,Retail,PVT Bank,Auto Loans,281089,95360,45,1103340,Y,M
PSUNAUTO248LOA5373,Q3,FY19,Retail,PSU Bank,Auto Loans,144342,82796,51,550638,Y,M
PVTN5CCL7323,Q3,FY20,Retail,PVT Bank,Credit Card,23320,12916,27,344818,N,M
PSUN84CC10591,Q3,FY21,Retail,PSU Bank,Credit Card,22984,10470,56,551016,N,M
NBFCINCC30ZA0327,Q3,FY20,Retail,NBFC,Credit Card,23310,7570,27,289764,N,F
PVTN20CCL2690,Q3,FY19,Retail,PVT Bank,Credit Card,25441,14219,27,349230,Y,M
PVTN16CCL7938,Q3,FY21,Retail,PVT Bank,Credit Card,28034,11334,53,558363,N,M
PVTN43CCL8520,Q3,FY19,Retail,PVT Bank,Credit Card,28512,11689,40,546199,Y,M
PVTN26CCL3637,Q3,FY20,Retail,PVT Bank,Credit Card,28090,8379,48,423504,N,M
NBFCINCC30ZA05020,Q3,FY19,Retail,NBFC,Credit Card,28408,9262,54,603288,N,F
PVTN87CCL12215,Q3,FY21,Retail,PVT Bank,Credit Card,29211,11575,34,558600,Y,M
NBFCINCC30ZA02475,Q3,FY19,Retail,NBFC,Credit Card,28254,11811,49,440469,N,M
NBFCINCC30ZA0827,Q3,FY20,Retail,NBFC,Credit Card,30602,13093,44,405042,Y,M
PVTN32CCL7864,Q3,FY21,Retail,PVT Bank,Credit Card,31937,9938,46,487123,N,M
PVTN87CCL12212,Q3,FY19,Retail,PVT Bank,Credit Card,32780,16241,52,368122,N,M
PVTN70CCL10729,Q3,FY21,Retail,PVT Bank,Credit Card,31720,14091,41,362712,Y,M
PSUN72CC2951,Q3,FY21,Retail,PSU Bank,Credit Card,31416,11864,31,331144,N,M
PVTN69CCL5265,Q3,FY21,Retail,PVT Bank,Credit Card,32552,12939,38,377710,N,M
PVTN57CCL6136,Q3,FY19,Retail,PVT Bank,Credit Card,31916,20135,49,347110,N,M
PVTN22CCL9267,Q3,FY20,Retail,PVT Bank,Credit Card,33696,17172,40,375960,N,F
PVTN87CCL4654,Q3,FY21,Retail,PVT Bank,Credit Card,34662,11762,53,413820,N,M
PVTN28CCL3466,Q3,FY21,Retail,PVT Bank,Credit Card,35616,23073,43,430140,N,M
PVTN87CCL9645,Q3,FY20,Retail,PVT Bank,Credit Card,38115,17151,52,346528,N,M
NBFCINCC30ZA07632,Q3,FY19,Retail,NBFC,Credit Card,38380,20155,32,648848,N,M
NBFCINCC30ZA012176,Q3,FY19,Retail,NBFC,Credit Card,40005,23237,42,597718,N,M
NBFCINCC30ZA02555,Q3,FY19,Retail,NBFC,Credit Card,40273,21551,30,638505,N,M
PVTN57CCL312,Q3,FY19,Retail,PVT Bank,Credit Card,42432,19122,49,634504,N,M
PVTN93CCL130,Q3,FY20,Retail,PVT Bank,Credit Card,46980,23072,38,622281,Y,M
PVTN63CCL7785,Q3,FY20,Retail,PVT Bank,Credit Card,48287,15057,46,642678,Y,M
PVTN89CCL8898,Q3,FY20,Retail,PVT Bank,Credit Card,46176,23061,52,632664,Y,F
NBFCIN060TWL3,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,44290,29098,40,931150,N,F
NBFCIN060TWL31,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,87200,51728,29,368080,N,M
NBFCIN060TWL46,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,47380,29532,38,966246,N,F
NBFCIN060TWL6,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,67840,48832,31,1168755,N,M
NBFCIN192TWL4876,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,65520,40231,38,660920,N,M
NBFCIN161TWL2006,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,35640,19034,28,715606,N,F
NBFCIN371TWL12418,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,36360,22179,59,795263,Y,M
NBFCIN200TWL6829,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,65280,48134,24,476340,Y,M
NBFCIN309TWL5461,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,44000,28560,31,424469,Y,M
NBFCIN428TWL7788,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,213150,134284,26,1016496,N,M
NBFCIN308TWL1903,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,47840,31096,40,850176,Y,M
IC0700TWL42E,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,45900,28674,31,729872,Y,F
PVTN129TWL10915,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,77000,41965,50,746111,Y,M
PVTN12TWL9083,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,48880,26108,50,889790,N,M
PVTN270TWL11742,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,57120,38707,49,1133808,N,F
PVTN137TWL8598,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,66000,35910,40,1061827,N,M
PVTN247TWL11834,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,29580,20909,31,1267003,N,M
PVTN350TWL3602,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,68480,45056,50,1627697,N,M
PVTN391TWL9799,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,44880,33092,53,543634,N,M
PVTN389TWL8441,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,59740,41725,36,1285070,Y,M
PVTN34TWL8737,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,51450,30693,52,1457712,Y,M
PVTN110TWL1373,Q3,FY19,Retail,PVT Bank,Two-Wheeler Loan,22890,6489,37,726000,N,M
PVTN12TWL1974,Q3,FY20,Retail,PVT Bank,Two-Wheeler Loan,66960,19058,28,774486,Y,M
PVTN133TWL6300,Q3,FY21,Retail,PVT Bank,Two-Wheeler Loan,59920,15836,50,983725,N,M
PVTN265TWL4385,Q3,FY19,Retail,PVT Bank,Two-Wheeler Loan,78000,28350,37,1467782,N,M
PVTN468TWL8120,Q3,FY20,Retail,PVT Bank,Two-Wheeler Loan,58860,20800,34,872352,N,F
PSUIN203TWL10633,Q3,FY20,Retail,PSU Bank,Two-Wheeler Loan,54060,16677,27,453168,Y,M
PSUIN245TWL7160,Q3,FY21,Retail,PSU Bank,Two-Wheeler Loan,110210,31960,36,1014660,N,M
PSUIN351TWL12075,Q3,FY21,Retail,PSU Bank,Two-Wheeler Loan,105840,37396,38,821837,N,M
NBFCIN000COML439,Q4,FY19,Commercial,NBFC,Commercial Loan,17403550,3448180,28,6648318,Y,M
NBFCIN000COML556,Q4,FY21,Commercial,NBFC,Commercial Loan,7857800,4279000,28,6185100,Y,F
PVT00COM148,Q4,FY21,Commercial,PVT Bank,Commercial Loan,22279600,4333280,56,8124900,N,F
PVT00COM20,Q4,FY20,Commercial,PVT Bank,Commercial Loan,21851900,4370380,36,8426381,N,M
PVT00COM65,Q4,FY20,Commercial,PVT Bank,Commercial Loan,436800,106050,41,321300,N,M
PVT00COM84,Q4,FY19,Commercial,PVT Bank,Commercial Loan,18451520,4655200,37,6919320,Y,M
PSUIN300460MICRO0145155,Q4,FY21,Commercial,PSU Bank,Commercial Loan,14538950,3080530,42,5452106,Y,M
PSUIN300427MICRO0128686,Q4,FY21,Commercial,PSU Bank,Commercial Loan,186747120,90779850,60,88186140,Y,M
PSUIN3002MICRO0142759,Q4,FY21,Commercial,PSU Bank,Commercial Loan,5390660,2569380,46,1964820,N,M
PSUIN3009MICRO0118372,Q4,FY19,Commercial,PSU Bank,Commercial Loan,198135000,97180500,32,71470125,Y,M
PVT00MICROV1051,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,58710,24168,49,683430,N,F
PVT00MICROV1161,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,72800,24990,43,457800,N,M
PVT00MICROV334,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,77390,28520,36,619120,Y,F
PVT00MICROV815,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,89880,39370,55,739200,Y,M
PVT00MICROV1729,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,94860,40789,30,803520,Y,M
PVT00MICROV428,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,106700,37597,31,712950,N,M
PVT00MICROV1170,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,110240,41891,48,636480,N,M
PVT00MICROV1132,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,119880,58197,25,1425240,Y,F
PSUIN300119MICRO017387,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,6120,2289,59,57240,N,F
PSUIN300397MICRO0135398,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,7420,3494,30,35700,N,M
PSUIN300175MICRO0111984,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,14140,6140,61,86520,N,M
PSUIN300452MICRO018279,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,16050,6708,52,148500,Y,F
PSUIN300337MICRO0136130,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,16160,8080,26,151200,Y,M
PSUIN300119MICRO0137808,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,17120,7324,42,557022,N,M
PSUIN300123MICRO0129157,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,16480,6720,27,524556,Y,M
PSUIN300259MICRO0126459,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,20400,8944,26,613515,N,M
PSUIN30029MICRO0116997,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,27250,9450,35,626248,N,M
PSUIN300140MICRO0138865,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,26780,9828,32,392400,N,M
PSUIN300272MICRO0142350,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,27560,11575,24,546516,Y,M
PSUIN300227MICRO0144159,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,28080,9282,32,615774,N,M
PSUIN300355MICRO0120754,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,27810,10400,52,623807,Y,F
PSUIN300140MICRO0146966,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,27540,13122,41,553625,N,M
PSUIN300297MICRO0145854,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,29870,10353,56,682864,N,M
PSUIN300475MICRO0129297,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,30160,13398,35,602770,N,M
PSUIN300462MICRO0110070,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,33000,14850,28,497744,N,M
PSUIN300456MICRO0132600,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,34980,14665,28,362230,Y,M
PSUIN300451MICRO0147519,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,34320,12236,53,555440,N,F
PSUIN300423MICRO0140909,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,37060,15055,46,798150,N,M
PSUIN30017MICRO0149161,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,37400,15912,30,547066,Y,M
PSUIN300476MICRO0128373,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,37800,14497,45,415732,Y,M
PSUIN300472MICRO019441,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,37800,14882,48,639210,Y,M
PSUIN30059MICRO0144198,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,37080,15724,23,349906,Y,M
PSUIN300135MICRO0140310,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,38850,17745,56,515610,Y,M
PSUIN300328MICRO0137392,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,37740,13826,50,838296,N,M
PSUIN300102MICRO0114387,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,40330,16864,44,793152,Y,M
PSUIN300245MICRO0148369,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,44940,16598,28,517726,N,M
PSUIN300154MICRO0134829,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,46870,22704,38,569690,N,M
PSUIN300346MICRO0141043,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,49220,21859,54,479818,N,M
PSUIN300350MICRO0124714,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,52500,21400,43,470771,N,F
PSUIN300296MICRO01628,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,52500,20520,29,271024,N,F
PSUIN300382MICRO0120175,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,54000,20705,53,566055,N,F
PSUIN300400MICRO0134626,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,52020,21955,32,711747,Y,F
PSUIN30032MICRO018848,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,56180,22896,46,422918,Y,M
PSUIN300444MICRO0123589,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,57240,21384,31,618765,N,M
PSUIN300425MICRO01885,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,60180,20856,31,662310,N,M
PSUIN30071MICRO0138929,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,66340,22989,51,444458,N,M
PSUIN30087MICRO018982,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,64640,23968,46,633977,Y,F
PSUIN30096MICRO0143652,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,79800,30232,42,404976,N,M
PSUIN300240MICRO0122517,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,80800,31376,37,667224,Y,F
PSUIN300108MICRO0142471,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,88740,36305,50,452891,N,M
PSUIN300487MICRO0119133,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,103400,40608,35,462883,N,M
PSUIN30030MICRO019066,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,100800,44774,47,389566,Y,F
PSUIN300221MICRO019673,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,100800,40809,41,352620,N,M
PSUIN300394MICRO0114747,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,104030,39612,36,331687,Y,M
PSUIN300394MICRO015735,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,114400,45198,44,588390,N,M
PSUIN300434MICRO0127113,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,114400,48204,40,397224,Y,F
PSUIN300345MICRO0138895,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,113400,49896,41,686052,N,F
PSUIN300344MICRO0127194,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,114480,45792,35,511680,Y,M
PSUIN30076MICRO0130836,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,116630,43556,41,507990,Y,M
NBFCIN0001833,Q4,FY21,Microfinance,NBFC,Microfinance Loan,3090,787,56,509754,N,M
NBFCIN0001055Q,Q4,FY21,Microfinance,NBFC,Microfinance Loan,4040,1318,31,535288,Y,M
NBFCIN0002175,Q4,FY19,Microfinance,NBFC,Microfinance Loan,5100,1508,43,364169,N,M
NBFCIN000920,Q4,FY21,Microfinance,NBFC,Microfinance Loan,5500,1444,45,505470,N,F
NBFCIN000424,Q4,FY21,Microfinance,NBFC,Microfinance Loan,5250,1627,34,453995,N,M
NBFCIN0001728,Q4,FY19,Microfinance,NBFC,Microfinance Loan,6420,2059,40,611050,N,F
NBFCIN0002219R,Q4,FY21,Microfinance,NBFC,Microfinance Loan,6540,1890,50,342935,N,M
NBFCIN000152,Q4,FY21,Microfinance,NBFC,Microfinance Loan,6180,2073,42,450942,N,M
NBFCIN000247,Q4,FY21,Microfinance,NBFC,Microfinance Loan,6420,2242,44,552136,N,M
NBFCIN000811,Q4,FY21,Microfinance,NBFC,Microfinance Loan,6120,1836,30,416221,N,M
NBFCIN000642,Q4,FY20,Microfinance,NBFC,Microfinance Loan,7210,1979,50,591250,N,M
NBFCIN000147,Q4,FY21,Microfinance,NBFC,Microfinance Loan,7350,2003,35,268290,N,M
NBFCIN0002249,Q4,FY19,Microfinance,NBFC,Microfinance Loan,7420,2172,55,562277,Y,M
NBFCIN0002064,Q4,FY20,Microfinance,NBFC,Microfinance Loan,7700,1767,41,439476,N,M
NBFCIN000701,Q4,FY21,Microfinance,NBFC,Microfinance Loan,7350,2058,35,682885,N,M
NBFCIN000105,Q4,FY19,Microfinance,NBFC,Microfinance Loan,7280,2352,61,126480,N,M
NBFCIN0001199,Q4,FY21,Microfinance,NBFC,Microfinance Loan,7420,2060,62,384804,Y,M
NBFCIN0002432,Q4,FY19,Microfinance,NBFC,Microfinance Loan,8080,2343,43,393822,Y,M
NBFCIN0001196,Q4,FY19,Microfinance,NBFC,Microfinance Loan,8400,2246,33,451540,N,M
NBFCIN000224,Q4,FY20,Microfinance,NBFC,Microfinance Loan,8640,2100,28,674421,Y,F
NBFCIN000575,Q4,FY21,Microfinance,NBFC,Microfinance Loan,9720,2575,35,905740,N,M
NBFCIN0001681,Q4,FY19,Microfinance,NBFC,Microfinance Loan,9360,3274,39,459480,N,F
NBFCIN000913,Q4,FY21,Microfinance,NBFC,Microfinance Loan,11000,2862,43,1004535,N,M
NBFCIN000302,Q4,FY20,Microfinance,NBFC,Microfinance Loan,15120,5439,50,972180,Y,M
NBFCIN0001942,Q4,FY19,Microfinance,NBFC,Microfinance Loan,18700,6002,54,754728,N,M
NBFCIN0002029,Q4,FY19,Microfinance,NBFC,Microfinance Loan,18020,4819,37,552200,N,F
NBFCIN0001899,Q4,FY20,Microfinance,NBFC,Microfinance Loan,18540,6242,51,669088,Y,M
NBFCIN000460,Q4,FY19,Microfinance,NBFC,Microfinance Loan,27270,8704,36,728777,N,M
NBFCIN000784,Q4,FY19,Microfinance,NBFC,Microfinance Loan,28350,9039,49,633562,N,F
NBFCIN0001405,Q4,FY19,Microfinance,NBFC,Microfinance Loan,36300,11150,39,705320,N,M
NBFCIN0001546,Q4,FY21,Microfinance,NBFC,Microfinance Loan,46640,11550,27,673293,N,M
NBFCIN0002360,Q4,FY21,Microfinance,NBFC,Microfinance Loan,47470,13324,48,616464,N,F
NBFCIN0001090V,Q4,FY21,Microfinance,NBFC,Microfinance Loan,59850,19699,33,524382,Y,M
NBFCIN000986,Q4,FY20,Microfinance,NBFC,Microfinance Loan,78100,25538,31,609636,N,M
NBFCIN0001753,Q4,FY19,Microfinance,NBFC,Microfinance Loan,108120,27846,38,894841,N,F
PVT00MICRO56,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,7630,2839,32,297232,Y,M
PVT00MICRO73,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,10800,5280,49,520150,Y,F
PVT00MICRO71O,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,3150,1069,50,526816,N,F
PVT00MICRO81,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,5250,2120,53,523744,N,M
PVT00MICRO18,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,6540,2808,45,870659,N,M
PVT00MICRO8,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,6600,2178,40,623871,N,F
PVT00MICRO21,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,6060,2439,56,1001011,Y,M
PVT00MICRO45G,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,6420,1977,38,640823,N,M
PVT00MICRO88,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,6480,2162,52,402990,N,M
PVT00MICRO45,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,6600,1996,45,758492,N,M
PVT00MICRO26,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,7420,3370,28,466520,Y,M
PVT00MICRO30,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,7490,3542,36,669178,N,M
PVT00MICRO85,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,7490,2284,52,476805,Y,M
PVT00MICRO7,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,9270,3488,43,292820,Y,F
PVT00MICRO95,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,10800,3922,41,307020,N,M
PVT00MICRO23,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,10400,4264,27,855140,N,F
PVT00MICRO32O,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,10200,4343,44,404124,N,M
PVT00MICROV616,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,24150,9190,52,458563,N,M
PVT00MICROV893,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,24610,8096,54,637120,N,F
PVT00MICROV327,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,28080,9919,34,379452,N,F
